State,Constituency,Work Category,Work ID A,Description A,MP A,Work ID B,Description B,MP B,Similarity,Match Strength
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144401,"S.N0-3, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144407,"S.N0-6, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),99.1,Extremely High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144404,"S.N0-11, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144401,"S.N0-3, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),95.0,Very High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144405,"S.N0-12, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144401,"S.N0-3, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),95.0,Very High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144409,"S.N0-14, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144402,"S.N0-4, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),95.9,Very High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144402,"S.N0-4, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144403,"S.N0-7, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),99.1,Extremely High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144402,"S.N0-4, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144406,"S.N0-5, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),99.1,Extremely High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144402,"S.N0-4, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144407,"S.N0-6, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),99.1,Extremely High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144404,"S.N0-11, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144402,"S.N0-4, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),95.0,Very High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144405,"S.N0-12, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144402,"S.N0-4, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),95.0,Very High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144406,"S.N0-5, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144403,"S.N0-7, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),99.1,Extremely High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144407,"S.N0-6, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144403,"S.N0-7, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),99.1,Extremely High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144404,"S.N0-11, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144403,"S.N0-7, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),95.0,Very High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144405,"S.N0-12, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144403,"S.N0-7, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),95.0,Very High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144408,"S.N0-13, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144403,"S.N0-7, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),95.0,Very High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144404,"S.N0-11, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144405,"S.N0-12, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),92.4,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144404,"S.N0-11, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144408,"S.N0-13, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),92.4,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144404,"S.N0-11, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144409,"S.N0-14, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),92.4,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144404,"S.N0-11, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144406,"S.N0-5, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),95.0,Very High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144405,"S.N0-12, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144408,"S.N0-13, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),92.4,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144405,"S.N0-12, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144409,"S.N0-14, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),92.4,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144405,"S.N0-12, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144406,"S.N0-5, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),95.0,Very High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144406,"S.N0-5, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144407,"S.N0-6, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),99.1,Extremely High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144408,"S.N0-13, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144406,"S.N0-5, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),95.0,Very High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144399,"S.N0-1,High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144407,"S.N0-6, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),99.1,Extremely High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144404,"S.N0-11, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144407,"S.N0-6, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),95.0,Very High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144405,"S.N0-12, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144407,"S.N0-6, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),95.0,Very High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144408,"S.N0-13, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144407,"S.N0-6, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),95.0,Very High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144408,"S.N0-13, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144409,"S.N0-14, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),92.4,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144408,"S.N0-13, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144402,"S.N0-4, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),95.0,Very High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144409,"S.N0-14, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144400,"S.N0-2, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),95.0,Very High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144409,"S.N0-14, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144401,"S.N0-3, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),95.0,Very High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144409,"S.N0-14, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144403,"S.N0-7, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),95.0,Very High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144409,"S.N0-14, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144406,"S.N0-5, High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),95.0,Very High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144410,"S.N0-8, KOTHI NAGLA High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144411,"S.N0-9, KOTHI NAGLA High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),99.2,Extremely High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP195/2024-2025/144412,"S.N0-15, VEER SAHAY NAGLA High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),WS/MP195/2024-2025/144413,"S.N0-16, VEER SAHAY NAGLA High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)",Shri B.L. Verma (2020-26),94.0,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP18317/2024-2025/144434,NAGAR PALIKA PARISHAD GHAZIPUR WARD NO. 21 MAHILLA HOSPITAL PARISAR MEIN SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,Dr. Sangeeta Balwant (2024-30),WS/MP18317/2024-2025/144433,NAGAR PALIKA PARISHAD GHAZIPUR WARD NO. 8 SADAR HOSPITAL PARISAR MEIN SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,Dr. Sangeeta Balwant (2024-30),92.8,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP18317/2024-2025/144453,NAGAR PALIKA PARISHAD GHAZIPUR WARD NO 24 ANJANI GHAT KE PASS SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,Dr. Sangeeta Balwant (2024-30),WS/MP18317/2024-2025/144456,NAGAR PALIKA PARISHAD GHAZIPUR WARD NO 24 KHIRKIGHAT KE PASS SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,Dr. Sangeeta Balwant (2024-30),92.6,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP18317/2024-2025/144508,BLOCK SADAR GRAM MAHARAJGANJ ME BINDU BIND KE GHAR KE SAMNE SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,Dr. Sangeeta Balwant (2024-30),WS/MP18317/2024-2025/144505,BLOCK SADAR GRAM MAHARAJGANJ ME RAMSURAT BIND KE GHAR KE SAMNE SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,Dr. Sangeeta Balwant (2024-30),94.1,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP18317/2024-2025/144526,BLOCK KARANDA GRAM PARMETH HANUMAN MANDIR KE PASS SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,Dr. Sangeeta Balwant (2024-30),WS/MP18317/2024-2025/144528,BLOCK KARANDA GRAM PARMETH KALI MATA MANDIR KE PASS SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,Dr. Sangeeta Balwant (2024-30),92.2,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP18317/2024-2025/144526,BLOCK KARANDA GRAM PARMETH HANUMAN MANDIR KE PASS SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,Dr. Sangeeta Balwant (2024-30),WS/MP18317/2024-2025/144527,BLOCK KARANDA GRAM PARMETH SANKAR JII MANDIR KE PASS SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,Dr. Sangeeta Balwant (2024-30),92.0,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP18317/2024-2025/144534,BLOCK KARANDA GRAM PANCHAYAT DINAPUR BIND BASTI SANKAR JII MANDIR KE PASS SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,Dr. Sangeeta Balwant (2024-30),WS/MP18317/2024-2025/144535,BLOCK KARANDA GRAM PANCHAYAT DINAPUR TULSIPUR SANKAR JII MANDIR KE PASS SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,Dr. Sangeeta Balwant (2024-30),92.4,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP18317/2024-2025/144631,BLOCK ZAMANIA GRAM PANCHAYAT JIVPUR SHIV MANDIR KE PASS SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,Dr. Sangeeta Balwant (2024-30),WS/MP18317/2024-2025/144630,BLOCK ZAMANIA GRAM PANCHAYAT SAIDABAD SHIV MANDIR KE PASS SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,Dr. Sangeeta Balwant (2024-30),93.7,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP18317/2024-2025/144644,BLOCK DEOKALI GRAM SARA SARIF KUNDIPUR ME KAALI MATA MANDIR KE PASS SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,Dr. Sangeeta Balwant (2024-30),WS/MP18317/2024-2025/144645,BLOCK DEOKALI GRAM SARA SARIF RATHAULLI ME KAALI MATA MANDIR KE PASS SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,Dr. Sangeeta Balwant (2024-30),94.1,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP18317/2024-2025/144672,NAGAR PANCHAYAT SAIDPUR WARD NO 15 RAM GHAT KE PASS SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,Dr. Sangeeta Balwant (2024-30),WS/MP18317/2024-2025/144671,NAGAR PANCHAYAT SAIDPUR WARD NO 9 SANGAT GHAT KE PASS SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,Dr. Sangeeta Balwant (2024-30),92.5,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP18317/2024-2025/144673,NAGAR PANCHAYAT SAIDPUR WARD NO 7 KOLHUWA GHAT KE PASS SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,Dr. Sangeeta Balwant (2024-30),WS/MP18317/2024-2025/144671,NAGAR PANCHAYAT SAIDPUR WARD NO 9 SANGAT GHAT KE PASS SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,Dr. Sangeeta Balwant (2024-30),93.4,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP18317/2024-2025/144672,NAGAR PANCHAYAT SAIDPUR WARD NO 15 RAM GHAT KE PASS SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,Dr. Sangeeta Balwant (2024-30),WS/MP18317/2024-2025/144673,NAGAR PANCHAYAT SAIDPUR WARD NO 7 KOLHUWA GHAT KE PASS SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,Dr. Sangeeta Balwant (2024-30),92.3,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP202/2024-2025/153191,BLOCK SUJANGANJ GRAM FARIDABAD ( KODAI KA PURA ) SUJANGANJ ME SHREE OM PRAKESH TIWARI KE DARWAJE SE SHREE CHANDAN TIWARI KE DARWAJE TAK 200 MEETAR INTERLOCKING AWM BICHO BEECH NALI NALI KA NIRMAN KARYA SAMPARK SUTRA 9984262726,Smt. Seema Dwivedi (2020-26),WS/MP202/2024-2025/156439,BLOCK SUJANGANJ GRAM FARIDABAD ( KODAI KA PURA ) SUJANGANJ ME SHREE OM PRAKESH TIWARI KE DARWAJE SE SHREE CHANDAN TIWARI KE DARWAJE TAK AWASESH BHAG 200 MEETAR INTERLOCKING AWM BICHO BEECH NALI NALI KA NIRMAN KARYA SAMPARK SUTRA 9984262726/8400373232,Smt. Seema Dwivedi (2020-26),93.2,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP847/2024-2025/157756,"3. 200 mtr CC Road Bnaye Jane hetu Karyadayi Sanstha- Gramin Abhiyantran Vibhag (RED) Hamirpur, U.P.",Shri Baburam Nishad (2022-28),WS/MP847/2024-2025/157758,"300 mtr CC road bnaye jane hetu Karyadayi Sanstha- Gramin Abhiyantran Vibhag (RED) Hamirpur, U.P",Shri Baburam Nishad (2022-28),94.0,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP180/2024-2025/159858,GRAM MISHRANPURVA BLOCK RAJEPUR ME S.C BASTI ME SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD,Dr. K. Laxman (2022-28),WS/MP180/2024-2025/159860,GRAM SAWASI BLOCK RAJEPUR ME S.C BASTI ME SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD,Dr. K. Laxman (2022-28),93.4,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP180/2024-2025/159858,GRAM MISHRANPURVA BLOCK RAJEPUR ME S.C BASTI ME SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD,Dr. K. Laxman (2022-28),WS/MP180/2024-2025/159859,GRAM SIYA BLOCK RAJEPUR ME S.C BASTI ME SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD,Dr. K. Laxman (2022-28),93.4,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP180/2024-2025/159860,GRAM SAWASI BLOCK RAJEPUR ME S.C BASTI ME SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD,Dr. K. Laxman (2022-28),WS/MP180/2024-2025/159859,GRAM SIYA BLOCK RAJEPUR ME S.C BASTI ME SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD,Dr. K. Laxman (2022-28),94.4,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP180/2024-2025/159866,GRAM SALEMPUR BLOCK RAJEPUR ME BAZAR ME RAVI SHANKAR KE PARAMARSH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD,Dr. K. Laxman (2022-28),WS/MP180/2024-2025/159894,GRAM SALMEPUR BLOCK RAJEPUR ME BAZAR ME RAVI SHANKAR CHAUHAN KE PARAMARSH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD,Dr. K. Laxman (2022-28),93.4,High
Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP180/2024-2025/159891,GRAM BARRAKHEDA BLOCK RAJEPUR ME GRAM PRADHAN KE PARAMARSH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD,Dr. K. Laxman (2022-28),WS/MP180/2024-2025/159892,GRAM BARRAKHEEDA BLOCK RAJEPUR ME GRAM PRADHAN KE PARAMARSH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD,Dr. K. Laxman (2022-28),96.0,Very High
